index,category,clean_skills
167,Information Technology,"['GIS', 'Geomatics', 'Project Management', 'Integration', 'Program Management', 'Spatial Analysis', 'Government', 'Cartography', 'Geography', 'Project Planning', 'Remote Sensing', 'Cloud Computing', 'Data Analysis', 'GPS', 'Data Management', 'IT Service Management', 'Data Collection', 'Process Management', 'ITIL', 'Environmental Awareness', 'Databases', 'ArcGIS', 'Enterprise Software', 'SharePoint', 'Management', 'ESRI', 'ArcGIS Server', 'ArcMap', 'ArcSDE', 'Spatial Databases', 'ArcView', 'Google Earth', 'Geoprocessing', 'Geodatabase', 'ArcCatalog', 'Geospatial Data', 'ArcInfo', 'Data Mapping', 'Oracle Spatial', 'ERDAS Imagine', 'Web Mapping', 'LiDAR', 'ArcIMS', 'Photogrammetry', 'PostGIS', 'Digital Mapping']"
168,Information Technology,"['Security', 'Cisco Technologies', 'Cross-functional Team Leadership', 'Strategy', 'Telecommunications', 'Channel Partners', 'Business Development', 'Strategic Planning', 'Network Engineering', 'Change Management', 'Data Center', 'Program Management', 'Sales Management', 'Cloud Computing', 'Information Security', 'Unified Communications', 'Network Design', 'Pre-sales', 'Routing', 'Network Security', 'IP', 'WAN', 'VoIP', 'Solution Selling', 'Managed Services', 'Marketing Strategy', 'Strategic Communications', 'Sales Operations', 'QoS', 'Change Leadership', 'BGP', 'Management', 'Team Leadership', 'Team Management', 'Leadership', 'Negotiation', 'Organizational Development', 'Public Speaking', 'Technical Leadership', 'Mentoring', 'L']"
169,Information Technology,"['Data Center', 'Information Security', 'Information Technology', 'System Administration', 'Vendor Management', 'CISSP', 'ITIL', 'Project Management', 'Software Development', 'Storage', 'Computer Security', 'Infrastructure', 'Enterprise Architecture', 'Network Engineering', 'Identity Management', 'Cloud Computing', 'Privacy Law', 'Disaster Recovery', 'Architecture', 'Databases', 'Linux', 'Active Directory', 'Management', 'Networking', 'Data Privacy']"
170,Information Technology,"['Strategy', 'Market Research', 'Competitive Analysis', 'Business Development', 'Management Consulting', 'Business Analysis', 'Business Strategy', 'Strategic Planning', 'Business Planning', 'Business', 'Analysis', 'Due Diligence', 'Marketing Strategy', 'Market Analysis', 'Business Process Improvement', 'Strategic Consulting', 'Feasibility Studies', 'Marketing Research', 'Financial Analysis', 'Key Account Management', 'Customer Insight', 'Data Collection', 'Strategic Analysis', 'Strategy Development', 'Industry Analysis', 'Consumer Insights', 'Management', 'Qualitative Research', 'New Business Development', 'Secondary Research', 'Market Entry', 'Primary Research', 'Business & Market Research', 'Business Development & Initiatives', 'Corporate Strategy an']"
171,Information Technology,['']
172,Information Technology,['']
173,Information Technology,['']
174,Information Technology,"['Project Management', 'Windows Server', 'ERP', 'Network Administration', 'Troubleshooting', 'CRM', 'Technical Support', 'Business Process Improvement', 'Enterprise Resource Planning \\(ERP\\)', 'Business Intelligence', 'Software Project Management', 'Customer Relationship Management \\(CRM\\)', 'Storage Area Networks', 'Account Management', 'CompTia Security+', 'EqualLogic SAN', 'Microsoft Office', 'SQL', 'Oracle', 'Enterprise Software', 'Microsoft SQL Server', 'Operating Systems', 'Servers', 'Databases', 'MCSE 2003', 'Leadership', 'Management', 'Team Building', 'Process Improvement', 'Dell PowerEdge Servers', 'VMware Certified Professional 4', 'Dell PowerVault']"
175,Information Technology,['']
176,Information Technology,"['Customer Service', 'Management', 'Microsoft Excel']"
177,Information Technology,"['ERP', 'Process Improvement', 'Integration', 'Program Management', 'Business Process Improvement', 'Six Sigma', 'IT Strategy', 'Business Strategy', 'Business Process', 'IT Management', 'Supply Chain', 'Strategy', 'Enterprise Resource Planning \\(ERP\\)', 'Process Engineering', 'Acquisition Integration', 'Business Transformation', 'Enterprise Architecture', 'Enterprise Software', 'Oracle E-Business Suite', 'Oracle Applications', 'Leadership', 'Management']"
178,Information Technology,"['E-commerce', 'IT Strategy', 'Enterprise Architecture', 'Integration', 'Strategy', 'Business Process', 'IT Management', 'ERP', 'Program Management', 'CRM', 'Project Management', 'Customer Relationship Management \\(CRM\\)', 'ITIL', 'Solution Selling', 'Business Process Improvement', 'Enterprise Resource Planning \\(ERP\\)', 'Security', 'Sales', 'Digital Marketing', 'Business Development', 'Digital Strategy', 'Vendor Management', 'Strategic Planning', 'Strategic Sourcing', 'Strategic Communications', 'Web 2.0', 'Management', 'Cross-functional Team Leadership', 'Leadership', 'Strategic Partnerships', 'Strategic Thinking', 'Enterprise 2.0', 'Process Improvement', 'Product Information Management', 'Creative Briefs', 'Commerce', 'Mobile Commerce']"
179,Information Technology,"['Records Management', 'Document Management', 'Business Process Improvement']"
180,Information Technology,"['JavaScript', 'SQL', 'HTML', 'Java', 'Servlets', 'Java Database Connectivity \\(JDBC\\)', 'C \\(Programming Language\\)', 'Maven', 'Leadership']"
181,Information Technology,['']
182,Information Technology,"['Integration', 'IT Management', 'Project Management', 'Strategy', 'ITIL', 'CRM', 'Vendor Management', 'Strategic Planning', 'Program Management', 'Disaster Recovery', 'IT Strategy', 'Business Process Improvement', 'Project Planning', 'Information Technology', 'Business Analysis', 'Business Process', 'Outsourcing', 'Analysis', 'Project Portfolio Management', 'IT Service Management', 'Telecommunications', 'Service Delivery', 'Infrastructure', 'Change Management', 'ERP', 'Testing', 'Data Center', 'Budgets', 'Business Intelligence', 'PMP', 'Active Directory', 'SAP', 'Management', 'Leadership', 'Team Building', 'Cross-functional Team Leadership', 'Process Improvement']"
183,Information Technology,['']
184,Information Technology,['AutoCAD']
185,Information Technology,['']
186,Information Technology,"['Service Delivery', 'IT Service Management', 'ITIL']"
187,Information Technology,['']
188,Information Technology,"['C++', 'C \\(Programming Language\\)', 'Digital Marketing']"
189,Information Technology,"['Research and Development \\(R&D\\)', 'Electronic Waste Recycling Technology', 'Public Policy']"
190,Information Technology,"['Python \\(Programming Language\\)', 'C \\(Programming Language\\)', 'HTML5', 'Data Structures', 'Cascading Style Sheets \\(CSS\\)', 'Neural Networks']"
191,Information Technology,"['Leadership', 'Research', 'Microsoft PowerPoint', 'Social Media', 'C \\(Programming Language\\)', 'Microsoft Office', 'HTML', 'Public Speaking', 'Teamwork', 'Communication', 'English', 'Volleyball']"
192,Information Technology,"['Management', 'Retail', 'Team Management', 'Business Development', 'Inventory Management', 'Competitive Analysis', 'Business Strategy', 'ERP', 'Forecasting', 'Project Management', 'Operations Management', 'Start-ups', 'Sales', 'Strategy', 'Business Process', 'Enterprise Resource Planning \\(ERP\\)', 'Training', 'JDA']"
193,Information Technology,['']
194,Information Technology,['']
195,Information Technology,"['Library Science', 'Cataloging', 'Resource Description And Access', 'Library Management', 'Library', 'Collection Development', 'Information Management', 'Library Instruction', 'Knowledge Management', 'Information Literacy', 'Library Services', 'LCSH', 'LC Classfication', 'Classification Web', 'DDC', 'Digital Libraries', 'Bibliographic Instruction', 'Virtual Reference', 'Interlibrary Loan', 'Information Retrieval', 'Metadata', 'Academic Libraries', 'Libraries', 'Authority Control', 'Electronic Resources', 'Library Research', 'Integrated Library Systems', 'Library 2.0']"
196,Information Technology,"['SQL', 'Microsoft Excel', 'Java']"
197,Information Technology,"['Java', 'C \\(Programming Language\\)', 'C++']"
198,Information Technology,"['ISO 27001', 'Vulnerability Assessment', 'Penetration Testing']"
199,Information Technology,['']
200,Information Technology,"['Program Management', 'Requirements Analysis', 'Government']"
201,Education,"['Teaching', 'Training', 'Educational Consulting']"
202,Education,['']
203,Education,"['Corporate Social Responsibility', 'Sustainability', 'Sustainable Development']"
204,Education,['']
205,Education,"['Recruitments', 'Screening', 'Shortlisting']"
206,Education,['']
207,Education,"['Oncology', 'Pharmaceutical Industry', 'Medical Education']"
208,Education,"['Contemporary Art', 'Visual Arts', 'Teaching']"
209,Education,['']
210,Education,['']
211,Education,"['distance education', 'Admissions Counseling', 'Network Admission Control', 'Admissions', 'Admissions CounselingEducation Consultant Distance Education... Online Admissi', 'education consultant', 'online admission', 'b.ed admission', 'JBT admission', 'polytechnic courses', 'B.A/M.A/B.COM/M.COM and ALL MANAGEMENT PROGRAMS COURSE FROM MGU/KSOU', 'INFORMATION TECHNOLOGY PROGRAMS COURSE FROM MGU']"
212,Education,"['Staff Development', 'Leadership Development', 'Educational Leadership']"
213,Education,"['Change Management', 'Management', 'Process Improvement']"
214,Education,"['Curriculum Development', 'Classroom', 'Teaching', 'Science', 'Lesson Planning', 'Curriculum Design', 'Differentiated Instruction', 'Higher Education', 'Research', 'Admissions', 'K-12', 'Educational Technology', 'Tutoring', 'Classroom Management', 'Educational Leadership', 'Public Speaking', 'Project-based Learning', 'STEM', 'Admissions Counseling', 'Master Scheduling', 'Sensor based data collection']"
215,Education,"['Computer Hardware', 'Active Directory', 'Troubleshooting']"
216,Education,"['Recruiting', 'Technical Recruiting', 'Sourcing', 'Screening', 'Benefits Negotiation', 'IT Recruitment', 'Screening Resumes', 'HR Consulting', 'Recruitments', 'Human Resources', 'Internet Recruiting', 'Contract Recruitment', 'Social Media', 'MIS', 'Databases', 'Team Building', 'Talent Management', 'Interviews', 'Database Auditing']"
217,Education,"['Educational Leadership', 'Soft Skills', 'E-Learning', 'Curriculum Development', 'Curriculum Design', 'Blended Learning', 'Project Planning', 'Learning Management', 'K-12', 'Lesson Planning', 'Higher Education', 'Management Consulting', 'Educational Technology', 'Coaching', 'Staff Development', 'Teacher Training', 'Leadership Development', 'Team Building', 'Career Counseling', 'Training', 'Classroom', 'Teaching', 'Classroom Management', 'Team Management']"
218,Education,"['Canadian Immigration Law', 'canadian immigration law', 'Management']"
219,Education,"['Training', 'Microsoft Office', 'PowerPoint']"
220,Education,"['Research', 'Wellness', 'Nutrition']"
221,Education,['']
222,Education,['']
223,Education,['']
224,Education,"['Child Development', 'Staff Development', 'Early Childhood Education']"
225,Education,"['E-Learning', 'Microsoft Office', 'Customer Service', 'Social Media', 'Public Relations', 'Inventory Management', 'Video Editing', 'Graphic Design', 'Quality Management', 'Publications', 'Flash Animation', 'Tally ERP', 'HTML', 'Photoshop', 'Maya', 'Training']"
226,Education,['']
227,Education,['']
228,Education,['']
229,Education,['']
230,Education,"['Analytics', 'Strategy', 'Market Research', 'Marketing Strategy', 'Competitive Analysis', 'Account Management', 'Sales', 'Digital Marketing', 'Advertising', 'Marketing Research', 'Business Development', 'Segmentation', 'Online Advertising', 'Customer Insight', 'Analysis', 'Consulting', 'Market Analysis', 'Business Strategy', 'Product Management', 'Program Management', 'Business Planning', 'Management Consulting', 'Direct Marketing', 'Data Analysis', 'Management', 'Leadership', 'Training', 'Lead Generation', 'Strategic Partnerships', 'Public Speaking', 'Team Leadership', 'Qualitative Research', 'Strategic Leadership', 'Consumer Insight', 'Helping Clients Succeed']"
231,Education,['']
232,Education,['']
233,Education,['']
234,Education,"['Microsoft Office', 'Management', 'Microsoft Excel']"
235,Education,"['Molecular Biology', 'Research', 'Microbiology']"
236,Education,"['Team Management', 'MIS', 'Negotiation']"
237,Education,['']
238,Education,"['HR Operations', 'Management', 'Computer Application Training', 'Recruiting', 'HR Management', 'Business Development', 'Data Management', 'IT Recruitment', 'Microsoft Excel', 'Employee Engagement', 'HR Solutions', 'Key Client Relationships', 'Key Account Acquisition & Retention', 'Global Talent Acquisition']"
239,Education,"['Go-to-market Strategy', 'Solution Selling', 'Business Alliances']"
240,Education,['']
241,Education,"['Microsoft Office', 'Engineering', 'Matlab', 'Project Planning', 'Project Engineering', 'Commissioning', 'PLC Programming', 'Computer Vision', 'Automation', 'Robotics', 'Troubleshooting', 'Programming', 'Project Management', 'Navigation', 'SolidWorks', 'AutoCAD', 'C++', 'Microsoft Excel', 'PowerPoint', 'MS Office', 'Visual C++', 'Java', 'Solid Works', 'Auto CAD', 'WordPress', 'Photoshop', 'Programmable Logic Controller \\(PLC\\)', 'C \\(Programming Language\\)', 'Python \\(Programming Language\\)', 'MoveIT', 'C#', 'Point Cloud Library \\(PCL\\)', 'Linux', 'Teamwork', 'Management', 'Keil', 'Proteus', 'Mplab', 'Opencv', 'Robot Operating System \\(ROS\\)', 'SLAM', 'Machine Vision Using Matlab', 'Gazebo', 'Pointcloud', ' LiDAR', ' ']"
242,Education,['']
243,Education,"['English', 'Microsoft Office', 'Microsoft Excel']"
244,Education,['']
245,Education,['']
246,Education,"['IT law', 'Trademarks', 'Entertainment Law']"
247,Education,"['Information Technology', 'Coaching & Mentoring', 'Training', 'Big Data', 'Artificial Intelligence \\(AI\\)', 'Java']"
248,Education,"['Sketching', 'Arts & Crafts', 'Baking']"
249,Education,"['SEO', 'Content Writing', 'Google Analytics']"
250,Education,"['Adobe Photoshop', 'AutoCAD', 'Submittals']"
251,Advocate,"['Competition Law', 'Corporate Law', 'Legal Writing', 'Legal Advice', 'Joint Ventures', 'Commercial Litigation', 'Mergers & Acquisitions', 'Legal Assistance', 'International Law', 'Private Equity', 'Consumer Law', 'Legal Compliance', 'Trademarks', 'Employment Law', 'Dispute Resolution', 'Arbitration', 'Mediation', 'Antitrust Law']"
252,Advocate,"['Litigation', 'Legal Advice', 'Corporate Law']"
253,Advocate,"['Civil Litigation', 'Legal Assistance', 'Corporate Law']"
254,Advocate,['']
255,Advocate,['']
256,Advocate,['']
257,Advocate,"['Litigation', 'Civil Litigation', 'Courts']"
258,Advocate,"['Intellectual Property', 'Legal Writing', 'Litigation', 'Civil Litigation', 'Legal Research', 'Courts', 'Legal Advice', 'Trademarks', 'Research', 'Corporate Law', 'Commercial Litigation', 'Legal Assistance', 'Pleadings', 'Arbitration', 'Prosecution', 'Contractual Agreements']"
259,Advocate,['']
260,Advocate,"['Arbitration', 'Litigation', 'Legal Advice']"
261,Advocate,"['Legal Advice', 'Strategic Communications', 'Personality Development']"
262,Advocate,['']
263,Advocate,"['Litigation Support', 'Company Law', 'Litigation']"
264,Advocate,"['Legal Writing', 'Litigation', 'Legal Assistance']"
265,Advocate,"['Arbitration', 'Litigation', 'Legal Advice']"
266,Advocate,"['Litigation Support', 'Company Law', 'Litigation']"
267,Advocate,"['Contractual Agreements', 'Stamp Duty', 'Registration']"
268,Advocate,"['Labor Union Dispute resolution', 'Disciplinary Proceedings', 'Legal due diligence']"
